date,currency,rate,unit
2015-06-05,GBP,97.9774,1
2015-06-05,JPY,51.33,100
2015-06-05,USD,63.8955,1
2015-06-08,EUR,71.1172,1
2015-06-08,GBP,97.8447,1
2015-06-08,JPY,51.06,100
2015-06-08,USD,64.11,1
2015-06-09,EUR,72.3692,1
2015-06-09,GBP,98.2696,1
2015-06-09,JPY,51.46,100
2015-06-09,USD,63.936,1
2015-06-10,EUR,72.1452,1
2015-06-10,GBP,98.4722,1
2015-06-10,JPY,51.94,100
2015-06-10,USD,63.8849,1
2015-06-11,EUR,72.3118,1
2015-06-11,GBP,98.8969,1
2015-06-11,JPY,51.85,100
2015-06-11,USD,63.891,1
2015-06-12,EUR,71.8994,1
2015-06-12,GBP,99.2723,1
2015-06-12,JPY,51.85,100
2015-06-12,USD,64.0301,1
2015-07-16,EUR,69.3942,1
2015-07-16,GBP,99.1736,1
2015-07-16,JPY,51.28,100
2015-07-16,USD,63.4955,1
2015-07-17,EUR,69.1437,1
2015-07-17,GBP,99.4297,1
2015-07-17,JPY,51.2,100
2015-07-17,USD,63.4928,1
2015-07-20,EUR,68.8321,1
2015-07-20,GBP,99.1014,1
2015-07-20,JPY,51.2,100
2015-07-20,USD,63.551,1
2015-07-21,EUR,68.9081,1
2015-07-21,GBP,99.1358,1
2015-07-21,JPY,51.17,100
2015-07-21,USD,63.6506,1
2015-07-22,EUR,69.6016,1
2015-07-22,GBP,99.1931,1
2015-07-22,JPY,51.38,100
2015-07-22,USD,63.5283,1
2015-07-23,EUR,69.6264,1
2015-07-23,GBP,99.5719,1
2015-07-23,JPY,51.37,100
2015-07-23,USD,63.7138,1
2015-07-24,EUR,70.121,1
2015-07-24,GBP,99.1023,1
2015-07-24,JPY,51.56,100
2015-07-24,USD,63.8916,1
2015-07-27,EUR,70.6143,1
2015-07-27,GBP,99.4348,1
2015-07-27,JPY,51.85,100
2015-07-27,USD,64.0028,1
2015-07-28,EUR,70.8843,1
2015-07-28,GBP,99.7156,1
2015-07-28,JPY,51.84,100
2015-07-28,USD,64.027,1
2015-07-29,EUR,70.6288,1
2015-07-29,GBP,99.7134,1
2015-07-29,JPY,51.75,100
2015-07-29,USD,63.8943,1
2015-07-30,EUR,70.0739,1
2015-07-30,GBP,99.8303,1
2015-07-30,JPY,51.53,100
2015-07-30,USD,64.0061,1
2015-07-31,EUR,70.1627,1
2015-07-31,GBP,99.8356,1
2015-07-31,JPY,51.55,100
2015-07-31,USD,64.0054,1
2015-08-03,EUR,70.1602,1
2015-08-03,GBP,99.9347,1
2015-08-03,JPY,51.56,100
2015-08-03,USD,63.9623,1
2015-08-04,EUR,70.0497,1
2015-08-04,GBP,99.8226,1
2015-08-04,JPY,51.59,100
2015-08-04,USD,63.9315,1
2015-08-05,EUR,69.3104,1
2015-08-05,GBP,99.1508,1
2015-08-05,JPY,51.29,100
2015-08-05,USD,63.8159,1
2015-08-06,EUR,69.7091,1
2015-08-06,GBP,99.6,1
2015-08-06,JPY,51.11,100
2015-08-06,USD,63.7603,1
2015-08-07,EUR,69.6571,1
2015-08-07,GBP,98.925,1
2015-08-07,JPY,51.13,100
2015-08-07,USD,63.8061,1
2015-08-10,EUR,69.8799,1
2015-08-10,GBP,98.7563,1
2015-08-10,JPY,51.22,100
2015-08-10,USD,63.759,1
2015-08-11,EUR,70.3595,1
2015-08-11,GBP,99.8471,1
2015-08-11,JPY,51.37,100
2015-08-11,USD,64.1732,1
2015-08-12,EUR,71.8218,1
2015-08-12,GBP,101.0005,1
2015-08-12,JPY,51.91,100
2015-08-12,USD,64.827,1
2015-08-13,EUR,72.2573,1
2015-08-13,GBP,101.4394,1
2015-08-13,JPY,52.16,100
2015-08-13,USD,64.9212,1
2015-08-14,EUR,72.5595,1
2015-08-14,GBP,101.6171,1
2015-08-14,JPY,52.35,100
2015-08-14,USD,65.1225,1
2015-08-17,EUR,72.3942,1
2015-08-17,GBP,102.2324,1
2015-08-17,JPY,52.42,100
2015-08-17,USD,65.22,1
2015-08-19,EUR,72.1954,1
2015-08-19,GBP,102.2507,1
2015-08-19,JPY,52.5,100
2015-08-19,USD,65.2525,1
2015-08-20,EUR,72.5713,1
2015-08-20,GBP,102.2092,1
2015-08-20,JPY,52.59,100
2015-08-20,USD,65.2385,1
2015-08-21,EUR,74.2692,1
2015-08-21,GBP,103.3857,1
2015-08-21,JPY,53.55,100
2015-08-21,USD,65.8298,1
2015-08-24,EUR,76.2729,1
2015-08-24,GBP,104.0072,1
2015-08-24,JPY,54.97,100
2015-08-24,USD,66.5093,1
2015-08-25,EUR,77.1089,1
2015-08-25,GBP,105.1,1
2015-08-25,JPY,56.01,100
2015-08-25,USD,66.709,1
2015-08-26,EUR,75.8867,1
2015-08-26,GBP,103.8794,1
2015-08-26,JPY,55.28,100
2015-08-26,USD,66.161,1
2015-08-27,EUR,74.9655,1
2015-08-27,GBP,102.3475,1
2015-08-27,JPY,55.08,100
2015-08-27,USD,66.0605,1
2015-08-28,EUR,74.3673,1
2015-08-28,GBP,101.923,1
2015-08-28,JPY,54.54,100
2015-08-28,USD,66.0808,1
2015-08-31,EUR,74.495,1
2015-08-31,GBP,102.3105,1
2015-08-31,JPY,54.75,100
2015-08-31,USD,66.3062,1
2015-09-01,EUR,74.788,1
2015-09-01,GBP,101.9945,1
2015-09-01,JPY,55.05,100
2015-09-01,USD,66.2603,1
2015-09-02,EUR,74.6063,1
2015-09-02,GBP,101.2174,1
2015-09-02,JPY,55.09,100
2015-09-02,USD,66.1638,1
2015-09-03,EUR,74.3343,1
2015-09-03,GBP,101.2229,1
2015-09-03,JPY,54.98,100
2015-09-03,USD,66.228,1
2015-09-04,EUR,73.8903,1
2015-09-04,GBP,101.1941,1
2015-09-04,JPY,55.57,100
2015-09-04,USD,66.4003,1
2015-09-07,EUR,74.2733,1
2015-09-07,GBP,101.3649,1
2015-09-07,JPY,55.93,100
2015-09-07,USD,66.7445,1
2015-09-08,EUR,74.6054,1
2015-09-08,GBP,102.3002,1
2015-09-08,JPY,55.6,100
2015-09-08,USD,66.606,1
2015-09-09,EUR,73.9847,1
2015-09-09,GBP,101.888,1
2015-09-09,JPY,55.07,100
2015-09-09,USD,66.2945,1
2015-09-10,EUR,74.7139,1
2015-09-10,GBP,102.293,1
2015-09-10,JPY,55.14,100
2015-09-10,USD,66.584,1
2015-09-11,EUR,74.8974,1
2015-09-11,GBP,102.5939,1
2015-09-11,JPY,55.0,100
2015-09-11,USD,66.3866,1
2015-09-14,EUR,75.3242,1
2015-09-14,GBP,102.5429,1
2015-09-14,JPY,55.18,100
2015-09-14,USD,66.3708,1
2015-09-15,EUR,75.0487,1
2015-09-15,GBP,102.408,1
2015-09-15,JPY,55.55,100
2015-09-15,USD,66.4383,1
2015-09-16,EUR,75.0253,1
2015-09-16,GBP,101.9977,1
2015-09-16,JPY,55.34,100
2015-09-16,USD,66.5,1
2015-09-18,EUR,75.1287,1
2015-09-18,GBP,102.7515,1
2015-09-18,JPY,55.01,100
2015-09-18,USD,65.9255,1
2015-09-21,EUR,74.3799,1
2015-09-21,GBP,102.1672,1
2015-09-21,JPY,54.83,100
2015-09-21,USD,65.7531,1
2015-09-22,EUR,73.2638,1
2015-09-22,GBP,101.7319,1
2015-09-22,JPY,54.5,100
2015-09-22,USD,65.625,1
2015-09-23,EUR,73.378,1
2015-09-23,GBP,101.1908,1
2015-09-23,JPY,54.92,100
2015-09-23,USD,65.9696,1
2015-09-24,EUR,73.9585,1
2015-09-24,GBP,100.8874,1
2015-09-24,JPY,55.08,100
2015-09-24,USD,66.0993,1
2015-09-28,EUR,73.8119,1
2015-09-28,GBP,100.3168,1
2015-09-28,JPY,54.92,100
2015-09-28,USD,66.0805,1
2015-09-29,EUR,74.6096,1
2015-09-29,GBP,100.4611,1
2015-09-29,JPY,55.42,100
2015-09-29,USD,66.1843,1
2015-09-30,EUR,73.7952,1
2015-09-30,GBP,99.5331,1
2015-09-30,JPY,54.8,100
2015-09-30,USD,65.7418,1
2015-10-01,EUR,73.0796,1
2015-10-01,GBP,99.1701,1
2015-10-01,JPY,54.54,100
2015-10-01,USD,65.554,1
2015-10-05,EUR,73.3931,1
2015-10-05,GBP,99.3134,1
2015-10-05,JPY,54.39,100
2015-10-05,USD,65.2905,1
2015-10-06,EUR,73.1919,1
2015-10-06,GBP,99.054,1
2015-10-06,JPY,54.41,100
2015-10-06,USD,65.3908,1
2015-10-07,EUR,73.4664,1
2015-10-07,GBP,99.5301,1
2015-10-07,JPY,54.34,100
2015-10-07,USD,65.2571,1
2015-10-08,EUR,73.3277,1
2015-10-08,GBP,99.7814,1
2015-10-08,JPY,54.41,100
2015-10-08,USD,65.157,1
2015-10-09,EUR,73.0837,1
2015-10-09,GBP,99.5418,1
2015-10-09,JPY,53.96,100
2015-10-09,USD,64.7848,1
2015-10-12,EUR,73.5999,1
2015-10-12,GBP,99.2962,1
2015-10-12,JPY,53.86,100
2015-10-12,USD,64.726,1
2015-10-13,EUR,73.9164,1
2015-10-13,GBP,99.886,1
2015-10-13,JPY,54.26,100
2015-10-13,USD,65.0215,1
2015-10-14,EUR,74.241,1
2015-10-14,GBP,99.4981,1
2015-10-14,JPY,54.41,100
2015-10-14,USD,65.1123,1
2015-10-15,EUR,74.5022,1
2015-10-15,GBP,100.4124,1
2015-10-15,JPY,54.61,100
2015-10-15,USD,64.824,1
2015-10-16,EUR,73.994,1
2015-10-16,GBP,100.5536,1
2015-10-16,JPY,54.54,100
2015-10-16,USD,64.9697,1
2015-10-19,EUR,73.7497,1
2015-10-19,GBP,100.1176,1
2015-10-19,JPY,54.36,100
2015-10-19,USD,64.8178,1
2015-10-20,EUR,73.5213,1
2015-10-20,GBP,100.3926,1
2015-10-20,JPY,54.33,100
2015-10-20,USD,64.8908,1
2015-10-21,EUR,73.9728,1
2015-10-21,GBP,100.535,1
2015-10-21,JPY,54.31,100
2015-10-21,USD,65.1513,1
2015-10-23,EUR,72.0639,1
2015-10-23,GBP,99.8851,1
2015-10-23,JPY,53.79,100
2015-10-23,USD,64.8815,1
2015-10-26,EUR,71.6447,1
2015-10-26,GBP,99.5452,1
2015-10-26,JPY,53.63,100
2015-10-26,USD,64.9603,1
2015-10-27,EUR,71.8406,1
2015-10-27,GBP,99.7324,1
2015-10-27,JPY,53.83,100
2015-10-27,USD,64.9553,1
2015-10-28,EUR,71.753,1
2015-10-28,GBP,99.584,1
2015-10-28,JPY,54.01,100
2015-10-28,USD,65.0408,1
2015-10-29,EUR,71.2497,1
2015-10-29,GBP,99.3626,1
2015-10-29,JPY,53.93,100
2015-10-29,USD,65.1515,1
2015-10-30,EUR,71.6671,1
2015-10-30,GBP,99.9348,1
2015-10-30,JPY,53.92,100
2015-10-30,USD,65.2231,1
2015-11-02,EUR,72.2171,1
2015-11-02,GBP,101.0608,1
2015-11-02,JPY,54.38,100
2015-11-02,USD,65.4793,1
2015-11-03,EUR,72.1008,1
2015-11-03,GBP,100.9647,1
2015-11-03,JPY,54.24,100
2015-11-03,USD,65.451,1
2015-11-04,EUR,71.797,1
2015-11-04,GBP,101.1255,1
2015-11-04,JPY,54.17,100
2015-11-04,USD,65.568,1
2015-11-05,EUR,71.3499,1
2015-11-05,GBP,101.0221,1
2015-11-05,JPY,54.05,100
2015-11-05,USD,65.6755,1
2015-11-06,EUR,71.5477,1
2015-11-06,GBP,99.9497,1
2015-11-06,JPY,54.0,100
2015-11-06,USD,65.791,1
2015-11-09,EUR,71.4458,1
2015-11-09,GBP,100.0308,1
2015-11-09,JPY,53.79,100
2015-11-09,USD,66.3378,1
2015-11-10,EUR,71.2992,1
2015-11-10,GBP,100.2806,1
2015-11-10,JPY,53.8,100
2015-11-10,USD,66.3495,1
2015-11-13,EUR,71.2648,1
2015-11-13,GBP,100.5511,1
2015-11-13,JPY,53.9,100
2015-11-13,USD,66.139,1
2015-11-16,EUR,70.9729,1
2015-11-16,GBP,100.6563,1
2015-11-16,JPY,54.05,100
2015-11-16,USD,66.169,1
2015-11-17,EUR,70.3484,1
2015-11-17,GBP,100.1056,1
2015-11-17,JPY,53.48,100
2015-11-17,USD,65.9805,1
2015-11-18,EUR,70.3914,1
2015-11-18,GBP,100.5128,1
2015-11-18,JPY,53.63,100
2015-11-18,USD,66.1138,1
2015-11-19,EUR,70.7779,1
2015-11-19,GBP,101.0301,1
2015-11-19,JPY,53.62,100
2015-11-19,USD,66.1105,1
2015-11-20,EUR,70.8594,1
2015-11-20,GBP,101.0379,1
2015-11-20,JPY,53.82,100
2015-11-20,USD,66.094,1
2015-11-23,EUR,70.4693,1
2015-11-23,GBP,100.6647,1
2015-11-23,JPY,53.87,100
2015-11-23,USD,66.349,1
2015-11-24,EUR,70.5529,1
2015-11-24,GBP,100.4523,1
2015-11-24,JPY,54.1,100
2015-11-24,USD,66.384,1
2015-11-26,EUR,70.6968,1
2015-11-26,GBP,100.6446,1
2015-11-26,JPY,54.3,100
2015-11-26,USD,66.5507,1
2015-11-27,EUR,70.8755,1
2015-11-27,GBP,100.6795,1
2015-11-27,JPY,54.53,100
2015-11-27,USD,66.7503,1
2015-11-30,EUR,70.6834,1
2015-11-30,GBP,100.3692,1
2015-11-30,JPY,54.41,100
2015-11-30,USD,66.8148,1
2015-12-01,EUR,70.4359,1
2015-12-01,GBP,100.4355,1
2015-12-01,JPY,54.13,100
2015-12-01,USD,66.518,1
2015-12-02,EUR,70.666,1
2015-12-02,GBP,100.3434,1
2015-12-02,JPY,54.12,100
2015-12-02,USD,66.6158,1
2015-12-03,EUR,70.6696,1
2015-12-03,GBP,99.6102,1
2015-12-03,JPY,54.08,100
2015-12-03,USD,66.745,1
2015-12-04,EUR,73.0456,1
2015-12-04,GBP,101.0434,1
2015-12-04,JPY,54.51,100
2015-12-04,USD,66.8365,1
2015-12-07,EUR,72.4028,1
2015-12-07,GBP,100.6524,1
2015-12-07,JPY,54.05,100
2015-12-07,USD,66.6263,1
2015-12-08,EUR,72.5162,1
2015-12-08,GBP,100.4914,1
2015-12-08,JPY,54.27,100
2015-12-08,USD,66.7983,1
2015-12-09,EUR,72.891,1
2015-12-09,GBP,100.2919,1
2015-12-09,JPY,54.4,100
2015-12-09,USD,66.75,1
2015-12-10,EUR,73.4629,1
2015-12-10,GBP,101.3679,1
2015-12-10,JPY,54.91,100
2015-12-10,USD,66.7905,1
2015-12-11,EUR,73.104,1
2015-12-11,GBP,101.1006,1
2015-12-11,JPY,54.75,100
2015-12-11,USD,66.786,1
2015-12-14,EUR,73.4656,1
2015-12-14,GBP,101.784,1
2015-12-14,JPY,55.29,100
2015-12-14,USD,66.994,1
2015-12-15,EUR,73.9289,1
2015-12-15,GBP,101.6715,1
2015-12-15,JPY,55.49,100
2015-12-15,USD,67.0435,1
2015-12-16,EUR,73.1571,1
2015-12-16,GBP,100.5777,1
2015-12-16,JPY,54.84,100
2015-12-16,USD,66.8468,1
2015-12-17,EUR,72.3273,1
2015-12-17,GBP,99.6133,1
2015-12-17,JPY,54.43,100
2015-12-17,USD,66.6488,1
2015-12-18,EUR,72.1359,1
2015-12-18,GBP,99.1703,1
2015-12-18,JPY,54.48,100
2015-12-18,USD,66.4235,1
2015-12-21,EUR,72.134,1
2015-12-21,GBP,98.9886,1
2015-12-21,JPY,54.67,100
2015-12-21,USD,66.324,1
2015-12-22,EUR,72.3317,1
2015-12-22,GBP,98.7052,1
2015-12-22,JPY,54.68,100
2015-12-22,USD,66.2985,1
2015-12-23,EUR,72.4117,1
2015-12-23,GBP,98.2967,1
2015-12-23,JPY,54.74,100
2015-12-23,USD,66.202,1
2015-12-28,EUR,72.5534,1
2015-12-28,GBP,98.6911,1
2015-12-28,JPY,54.92,100
2015-12-28,USD,66.138,1
2015-12-29,EUR,72.8477,1
2015-12-29,GBP,98.9112,1
2015-12-29,JPY,55.16,100
2015-12-29,USD,66.37,1
2015-12-30,EUR,72.6018,1
2015-12-30,GBP,98.5471,1
2015-12-30,JPY,55.17,100
2015-12-30,USD,66.4243,1
2015-12-31,EUR,72.501,1
2015-12-31,GBP,98.3482,1
2015-12-31,JPY,55.09,100
2015-12-31,USD,66.326,1
2016-01-01,EUR,71.8627,1
2016-01-01,GBP,97.6059,1
2016-01-01,JPY,55.01,100
2016-01-01,USD,66.178,1
2016-01-04,EUR,72.3907,1
2016-01-04,GBP,97.9455,1
2016-01-04,JPY,55.65,100
2016-01-04,USD,66.4623,1
2016-01-05,EUR,72.0315,1
2016-01-05,GBP,97.9562,1
2016-01-05,JPY,55.71,100
2016-01-05,USD,66.5418,1
2016-01-06,EUR,71.7002,1
2016-01-06,GBP,97.773,1
2016-01-06,JPY,56.19,100
2016-01-06,USD,66.7165,1
2016-01-07,EUR,72.3782,1
2016-01-07,GBP,97.8514,1
2016-01-07,JPY,56.78,100
2016-01-07,USD,66.9115,1
2016-01-08,EUR,72.5292,1
2016-01-08,GBP,97.4501,1
2016-01-08,JPY,56.32,100
2016-01-08,USD,66.669,1
2016-01-11,EUR,72.9264,1
2016-01-11,GBP,97.057,1
2016-01-11,JPY,56.93,100
2016-01-11,USD,66.7885,1
2016-01-12,EUR,72.7434,1
2016-01-12,GBP,97.1518,1
2016-01-12,JPY,56.91,100
2016-01-12,USD,66.8905,1
2016-01-13,EUR,72.4272,1
2016-01-13,GBP,96.603,1
2016-01-13,JPY,56.57,100
2016-01-13,USD,66.8394,1
2016-01-14,EUR,72.9725,1
2016-01-14,GBP,96.6369,1
2016-01-14,JPY,57.01,100
2016-01-14,USD,67.095,1
2016-01-15,EUR,73.3868,1
2016-01-15,GBP,97.1095,1
2016-01-15,JPY,57.25,100
2016-01-15,USD,67.4325,1
2016-01-18,EUR,73.6101,1
2016-01-18,GBP,96.4819,1
2016-01-18,JPY,57.68,100
2016-01-18,USD,67.588,1
2016-01-19,EUR,73.5018,1
2016-01-19,GBP,96.4192,1
2016-01-19,JPY,57.37,100
2016-01-19,USD,67.563,1
2016-01-20,EUR,74.4828,1
2016-01-20,GBP,96.2016,1
2016-01-20,JPY,58.24,100
2016-01-20,USD,67.9774,1
2016-01-21,EUR,74.165,1
2016-01-21,GBP,96.5567,1
2016-01-21,JPY,58.3,100
2016-01-21,USD,68.06,1
2016-01-22,EUR,73.405,1
2016-01-22,GBP,96.4461,1
2016-01-22,JPY,57.38,100
2016-01-22,USD,67.748,1
2016-01-25,EUR,73.1219,1
2016-01-25,GBP,96.736,1
2016-01-25,JPY,56.93,100
2016-01-25,USD,67.6428,1
2016-01-27,EUR,73.813,1
2016-01-27,GBP,97.5109,1
2016-01-27,JPY,57.45,100
2016-01-27,USD,67.9803,1
2016-01-28,EUR,74.0637,1
2016-01-28,GBP,97.0155,1
2016-01-28,JPY,57.36,100
2016-01-28,USD,68.0858,1
2016-01-29,EUR,74.0666,1
2016-01-29,GBP,97.7554,1
2016-01-29,JPY,56.26,100
2016-01-29,USD,67.8763,1
2016-02-01,EUR,73.4115,1
2016-02-01,GBP,96.5149,1
2016-02-01,JPY,55.78,100
2016-02-01,USD,67.6728,1
2016-02-02,EUR,73.9323,1
2016-02-02,GBP,97.6131,1
2016-02-02,JPY,56.21,100
2016-02-02,USD,67.834,1
2016-02-03,EUR,74.4553,1
2016-02-03,GBP,98.3192,1
2016-02-03,JPY,56.98,100
2016-02-03,USD,68.1825,1
2016-02-04,EUR,75.1327,1
2016-02-04,GBP,98.7914,1
2016-02-04,JPY,57.42,100
2016-02-04,USD,67.8093,1
2016-02-05,EUR,75.7326,1
2016-02-05,GBP,98.472,1
2016-02-05,JPY,57.91,100
2016-02-05,USD,67.6365,1
2016-02-08,EUR,75.5368,1
2016-02-08,GBP,98.3308,1
2016-02-08,JPY,57.75,100
2016-02-08,USD,67.819,1
2016-02-09,EUR,76.3827,1
2016-02-09,GBP,98.2696,1
2016-02-09,JPY,59.39,100
2016-02-09,USD,68.1623,1
2016-02-10,EUR,76.648,1
2016-02-10,GBP,98.2943,1
2016-02-10,JPY,59.21,100
2016-02-10,USD,67.8781,1
2016-02-11,EUR,76.8439,1
2016-02-11,GBP,98.8061,1
2016-02-11,JPY,60.54,100
2016-02-11,USD,68.0155,1
2016-02-12,EUR,77.3606,1
2016-02-12,GBP,98.9797,1
2016-02-12,JPY,60.94,100
2016-02-12,USD,68.4365,1
2016-02-15,EUR,76.5086,1
2016-02-15,GBP,99.0067,1
2016-02-15,JPY,59.84,100
2016-02-15,USD,68.1348,1
2016-02-16,EUR,76.2425,1
2016-02-16,GBP,98.4312,1
2016-02-16,JPY,59.68,100
2016-02-16,USD,68.336,1
2016-02-17,EUR,76.6104,1
2016-02-17,GBP,98.018,1
2016-02-17,JPY,60.32,100
2016-02-17,USD,68.592,1
2016-02-18,EUR,76.3297,1
2016-02-18,GBP,97.8642,1
2016-02-18,JPY,60.15,100
2016-02-18,USD,68.494,1
2016-02-22,EUR,76.1952,1
2016-02-22,GBP,97.8438,1
2016-02-22,JPY,60.75,100
2016-02-22,USD,68.5517,1
2016-02-23,EUR,75.7657,1
2016-02-23,GBP,96.8934,1
2016-02-23,JPY,61.12,100
2016-02-23,USD,68.6408,1
2016-02-24,EUR,75.4695,1
2016-02-24,GBP,95.8127,1
2016-02-24,JPY,61.27,100
2016-02-24,USD,68.565,1
2016-02-25,EUR,75.6784,1
2016-02-25,GBP,95.5721,1
2016-02-25,JPY,61.01,100
2016-02-25,USD,68.599,1
2016-02-26,EUR,76.0404,1
2016-02-26,GBP,96.089,1
2016-02-26,JPY,61.03,100
2016-02-26,USD,68.7775,1
2016-02-29,EUR,75.0796,1
2016-02-29,GBP,95.1978,1
2016-02-29,JPY,60.78,100
2016-02-29,USD,68.616,1
2016-03-01,EUR,74.2172,1
2016-03-01,GBP,95.0395,1
2016-03-01,JPY,60.5,100
2016-03-01,USD,68.158,1
2016-03-02,EUR,73.5314,1
2016-03-02,GBP,94.6003,1
2016-03-02,JPY,59.42,100
2016-03-02,USD,67.7022,1
2016-03-03,EUR,73.1664,1
2016-03-03,GBP,94.896,1
2016-03-03,JPY,59.05,100
2016-03-03,USD,67.3786,1
2016-03-04,EUR,73.6688,1
2016-03-04,GBP,95.2158,1
2016-03-04,JPY,59.1,100
2016-03-04,USD,67.2713,1
2016-03-08,EUR,74.193,1
2016-03-08,GBP,95.9028,1
2016-03-08,JPY,59.59,100
2016-03-08,USD,67.338,1
2016-03-09,EUR,74.0611,1
2016-03-09,GBP,95.6965,1
2016-03-09,JPY,59.92,100
2016-03-09,USD,67.4632,1
2016-03-10,EUR,73.622,1
2016-03-10,GBP,95.2258,1
2016-03-10,JPY,58.99,100
2016-03-10,USD,67.051,1
2016-03-11,EUR,74.9427,1
2016-03-11,GBP,95.753,1
2016-03-11,JPY,59.13,100
2016-03-11,USD,67.0868,1
2016-03-14,EUR,74.8044,1
2016-03-14,GBP,96.3389,1
2016-03-14,JPY,58.9,100
2016-03-14,USD,67.023,1
2016-03-15,EUR,74.6444,1
2016-03-15,GBP,95.9223,1
2016-03-15,JPY,59.31,100
2016-03-15,USD,67.229,1
2016-03-16,EUR,74.7583,1
2016-03-16,GBP,95.1708,1
2016-03-16,JPY,59.4,100
2016-03-16,USD,67.368,1
2016-03-17,EUR,75.0735,1
2016-03-17,GBP,95.1644,1
2016-03-17,JPY,59.59,100
2016-03-17,USD,66.8806,1
2016-03-18,EUR,75.3012,1
2016-03-18,GBP,96.323,1
2016-03-18,JPY,59.87,100
2016-03-18,USD,66.6088,1
2016-03-21,EUR,74.9168,1
2016-03-21,GBP,95.8722,1
2016-03-21,JPY,59.66,100
2016-03-21,USD,66.504,1
2016-03-22,EUR,74.8987,1
2016-03-22,GBP,95.7526,1
2016-03-22,JPY,59.37,100
2016-03-22,USD,66.5411,1
2016-03-23,EUR,74.9077,1
2016-03-23,GBP,94.9268,1
2016-03-23,JPY,59.52,100
2016-03-23,USD,66.864,1
2016-03-28,EUR,74.4215,1
2016-03-28,GBP,94.3019,1
2016-03-28,JPY,58.72,100
2016-03-28,USD,66.668,1
2016-03-29,EUR,74.4717,1
2016-03-29,GBP,94.6654,1
2016-03-29,JPY,58.58,100
2016-03-29,USD,66.558,1
2016-03-30,EUR,75.0306,1
2016-03-30,GBP,95.6311,1
2016-03-30,JPY,59.11,100
2016-03-30,USD,66.4105,1
2016-03-31,EUR,75.0955,1
2016-03-31,GBP,95.0882,1
2016-03-31,JPY,59.06,100
2016-03-31,USD,66.3329,1
2016-04-04,EUR,75.3713,1
2016-04-04,GBP,94.1578,1
2016-04-04,JPY,59.44,100
2016-04-04,USD,66.243,1
2016-04-05,EUR,75.524,1
2016-04-05,GBP,94.42,1
2016-04-05,JPY,59.98,100
2016-04-05,USD,66.3248,1
2016-04-06,EUR,75.629,1
2016-04-06,GBP,94.0918,1
2016-04-06,JPY,60.31,100
2016-04-06,USD,66.5807,1
2016-04-07,EUR,75.8952,1
2016-04-07,GBP,94.0415,1
2016-04-07,JPY,61.04,100
2016-04-07,USD,66.4698,1
2016-04-11,EUR,75.7538,1
2016-04-11,GBP,93.786,1
2016-04-11,JPY,61.53,100
2016-04-11,USD,66.3925,1
2016-04-12,EUR,75.9107,1
2016-04-12,GBP,94.7487,1
2016-04-12,JPY,61.38,100
2016-04-12,USD,66.495,1
2016-04-13,EUR,75.4637,1
2016-04-13,GBP,94.6684,1
2016-04-13,JPY,60.98,100
2016-04-13,USD,66.4293,1
2016-04-18,EUR,75.2596,1
2016-04-18,GBP,94.3928,1
2016-04-18,JPY,61.73,100
2016-04-18,USD,66.6663,1
2016-04-20,EUR,75.2758,1
2016-04-20,GBP,95.2076,1
2016-04-20,JPY,60.82,100
2016-04-20,USD,66.2406,1
2016-04-21,EUR,74.8978,1
2016-04-21,GBP,95.1437,1
2016-04-21,JPY,60.48,100
2016-04-21,USD,66.293,1
2016-04-22,EUR,75.1033,1
2016-04-22,GBP,95.4433,1
2016-04-22,JPY,60.15,100
2016-04-22,USD,66.4925,1
2016-04-25,EUR,74.9527,1
2016-04-25,GBP,96.3249,1
2016-04-25,JPY,59.99,100
2016-04-25,USD,66.6839,1
2016-04-26,EUR,75.1814,1
2016-04-26,GBP,96.7695,1
2016-04-26,JPY,60.22,100
2016-04-26,USD,66.733,1
2016-04-27,EUR,75.177,1
2016-04-27,GBP,96.9242,1
2016-04-27,JPY,59.85,100
2016-04-27,USD,66.546,1
2016-04-28,EUR,75.4222,1
2016-04-28,GBP,96.831,1
2016-04-28,JPY,61.32,100
2016-04-28,USD,66.4045,1
2016-04-29,EUR,75.7303,1
2016-04-29,GBP,97.4017,1
2016-04-29,JPY,61.96,100
2016-04-29,USD,66.5176,1
2016-05-02,EUR,76.0562,1
2016-05-02,GBP,97.0207,1
2016-05-02,JPY,62.31,100
2016-05-02,USD,66.3435,1
2016-05-03,EUR,76.6145,1
2016-05-03,GBP,97.569,1
2016-05-03,JPY,62.65,100
2016-05-03,USD,66.2698,1
2016-05-04,EUR,76.4597,1
2016-05-04,GBP,96.8273,1
2016-05-04,JPY,62.21,100
2016-05-04,USD,66.5388,1
2016-05-05,EUR,76.3807,1
2016-05-05,GBP,96.5865,1
2016-05-05,JPY,62.15,100
2016-05-05,USD,66.5105,1
2016-05-06,EUR,75.9313,1
2016-05-06,GBP,96.3456,1
2016-05-06,JPY,62.13,100
2016-05-06,USD,66.583,1
2016-05-09,EUR,75.8056,1
2016-05-09,GBP,95.7702,1
2016-05-09,JPY,61.73,100
2016-05-09,USD,66.4379,1
2016-05-10,EUR,75.9568,1
2016-05-10,GBP,96.1069,1
2016-05-10,JPY,61.35,100
2016-05-10,USD,66.7224,1
2016-05-11,EUR,75.9665,1
2016-05-11,GBP,96.4355,1
2016-05-11,JPY,61.43,100
2016-05-11,USD,66.6958,1
2016-05-12,EUR,76.0612,1
2016-05-12,GBP,96.1538,1
2016-05-12,JPY,61.16,100
